,row_number,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions,Max
814,843,2040,Middle East-North Africa,Lebanon,1870000,2990000,10000,1,1,1,1,1,4880000,Muslims
815,844,2040,Sub-Saharan Africa,Lesotho,2550000,1,70000,1,1,1,1,1,2630000,Christians
816,845,2040,Sub-Saharan Africa,Liberia,7020000,980000,110000,1,1,80000,1,1,8190000,Christians
817,846,2040,Middle East-North Africa,Libya,230000,8390000,20000,1,30000,1,1,1,8690000,Muslims
818,847,2040,Europe,Liechtenstein,40000,1,1,1,1,1,1,1,40000,Christians
819,848,2040,Europe,Lithuania,2450000,1,250000,1,1,1,1,1,2700000,Christians
820,849,2040,Europe,Luxembourg,370000,10000,140000,1,1,1,1,1,530000,Christians
821,850,2040,Asia-Pacific,Macau,40000,1,90000,1,100000,340000,1,1,570000,Folk Religions
822,851,2040,Europe,Republic of Macedonia,840000,930000,20000,1,1,1,1,1,1790000,Muslims
823,852,2040,Sub-Saharan Africa,Madagascar,36870000,1410000,3610000,30000,10000,2200000,40000,1,44170000,Christians
824,853,2040,Sub-Saharan Africa,Malawi,31780000,4900000,570000,30000,1,600000,30000,1,37910000,Christians
825,854,2040,Asia-Pacific,Malaysia,3960000,29650000,210000,2230000,5140000,850000,40000,1,42070000,Muslims
826,855,2040,Asia-Pacific,Maldives,1,390000,1,1,1,1,1,1,400000,Muslims
827,856,2040,Sub-Saharan Africa,Mali,800000,32400000,210000,1,1,1210000,1,1,34620000,Muslims
828,857,2040,Europe,Malta,380000,1,1,1,1,1,1,1,390000,Christians
829,858,2040,Asia-Pacific,Marshall Islands,60000,1,1,1,1,1,1,1,60000,Christians
830,859,2040,Latin America-Caribbean,Martinique,410000,1,1,1,1,1,1,1,420000,Christians
831,860,2040,Sub-Saharan Africa,Mauritania,20000,6270000,1,1,1,30000,1,1,6330000,Muslims
832,861,2040,Sub-Saharan Africa,Mauritius,430000,230000,10000,630000,1,1,1,1,1310000,Hindus
833,862,2040,Sub-Saharan Africa,Mayotte,1,410000,1,1,1,1,1,1,420000,Muslims
834,863,2040,Latin America-Caribbean,Mexico,129790000,10000,10650000,1,10000,80000,20000,90000,140660000,Christians
835,864,2040,Asia-Pacific,Federated States of Micronesia,170000,1,1,1,1,1,1,1,180000,Christians
836,865,2040,Europe,Moldova,2730000,30000,40000,1,1,1,1,1,2810000,Christians
837,866,2040,Europe,Monaco,40000,1,1,1,1,1,1,1,50000,Christians
838,867,2040,Asia-Pacific,Mongolia,90000,150000,1420000,1,2040000,130000,1,1,3830000,Buddhists
839,868,2040,Europe,Montenegro,460000,150000,20000,1,1,1,1,1,620000,Christians
840,869,2040,Latin America-Caribbean,Montserrat,1,1,1,1,1,1,1,1,1,Christians
841,870,2040,Middle East-North Africa,Morocco,10000,39470000,1,1,1,1,1,1,39490000,Muslims
842,871,2040,Sub-Saharan Africa,Mozambique,25050000,6660000,7160000,30000,1,3340000,1,1,42250000,Christians
843,872,2040,Asia-Pacific,Burma (Myanmar),4390000,2560000,270000,930000,44630000,3120000,100000,1,56000000,Buddhists
844,873,2040,Sub-Saharan Africa,Namibia,3230000,1,70000,1,1,1,1,1,3320000,Christians
845,874,2040,Asia-Pacific,Nauru,1,1,1,1,1,1,1,1,10000,Christians
846,875,2040,Asia-Pacific,Nepal,210000,2700000,110000,35830000,4210000,1610000,40000,1,44710000,Hindus
847,876,2040,Europe,Netherlands,7240000,1470000,8270000,120000,70000,50000,40000,30000,17280000,Unaffiliated
848,877,2040,Asia-Pacific,New Caledonia,260000,1,30000,1,1,1,1,1,310000,Christians
849,878,2040,Asia-Pacific,New Zealand,2600000,130000,2430000,180000,120000,30000,50000,10000,5550000,Christians
850,879,2040,Latin America-Caribbean,Nicaragua,6700000,1,1090000,1,1,110000,10000,1,7930000,Christians
851,880,2040,Sub-Saharan Africa,Niger,440000,40820000,320000,1,1,50000,1,1,41650000,Muslims
852,881,2040,Sub-Saharan Africa,Nigeria,134100000,182560000,1110000,1,20000,5540000,150000,1,323480000,Muslims
853,882,2040,Asia-Pacific,Niue,1,1,1,1,1,1,1,1,1,Christians
854,883,2040,Asia-Pacific,Dem. Rep. Korea,520000,1,18850000,1,400000,3260000,3410000,1,26440000,Unaffiliated
855,884,2040,Asia-Pacific,Northern Mariana Islands,50000,1,1,1,1,1,1,1,60000,Christians
856,885,2040,Europe,Norway,4330000,420000,780000,50000,70000,10000,10000,1,5670000,Christians
857,886,2040,Middle East-North Africa,Oman,250000,3740000,20000,250000,20000,1,30000,1,4310000,Muslims
858,887,2040,Asia-Pacific,Pakistan,4020000,254670000,30000,5220000,30000,40000,30000,1,264050000,Muslims
859,888,2040,Asia-Pacific,Palau,20000,1,1,1,1,1,1,1,30000,Christians
860,889,2040,Middle East-North Africa,Palestinian territories,140000,8270000,1,1,1,1,1,1,8410000,Muslims
861,890,2040,Latin America-Caribbean,Panama,4410000,40000,260000,1,10000,20000,20000,20000,4790000,Christians
862,891,2040,Asia-Pacific,Papua New Guinea,11800000,1,1,1,1,50000,30000,1,11890000,Christians
863,892,2040,Latin America-Caribbean,Paraguay,9340000,1,110000,1,1,170000,20000,1,9650000,Christians
864,893,2040,Latin America-Caribbean,Peru,36550000,1,1250000,1,60000,380000,120000,1,38370000,Christians
865,894,2040,Asia-Pacific,Philippines,131940000,8540000,130000,1,130000,2330000,220000,1,143300000,Christians
866,895,2040,Europe,Poland,31180000,60000,3830000,1,10000,1,1,10000,35110000,Christians
867,896,2040,Europe,Portugal,8200000,90000,980000,1,20000,50000,1,1,9350000,Christians
868,897,2040,Latin America-Caribbean,Puerto Rico,3500000,1,90000,1,10000,30000,1,1,3650000,Christians
869,898,2040,Middle East-North Africa,Qatar,430000,2130000,20000,570000,140000,20000,10000,1,3320000,Muslims
870,899,2040,Sub-Saharan Africa,Reunion,920000,40000,20000,50000,1,1,10000,1,1060000,Christians
871,900,2040,Europe,Romania,17710000,70000,20000,1,1,1,1,1,17810000,Christians
872,901,2040,Europe,Russia,92690000,19280000,16200000,110000,170000,280000,10000,140000,128870000,Christians
873,902,2040,Sub-Saharan Africa,Rwanda,20420000,630000,690000,10000,1,110000,40000,1,21910000,Christians
874,903,2040,Sub-Saharan Africa,St. Helena,1,1,1,1,1,1,1,1,1,Christians
875,904,2040,Latin America-Caribbean,St. Kitts and Nevis,60000,1,1,1,1,1,1,1,70000,Christians
876,905,2040,Latin America-Caribbean,St. Lucia,200000,1,10000,1,1,1,1,1,210000,Christians
877,906,2040,North America,St. Pierre and Miquelon,1,1,1,1,1,1,1,1,1,Christians
878,907,2040,Latin America-Caribbean,St. Vincent and the Grenadines,120000,1,1,1,1,1,1,1,130000,Christians
879,908,2040,Asia-Pacific,Samoa,310000,1,1,1,1,1,1,1,320000,Christians
880,909,2040,Europe,San Marino,30000,1,1,1,1,1,1,1,30000,Christians
881,910,2040,Sub-Saharan Africa,Sao Tome and Principe,230000,1,40000,1,1,1,1,1,290000,Christians
882,911,2040,Middle East-North Africa,Saudi Arabia,1760000,39560000,230000,650000,170000,110000,80000,1,42560000,Muslims
883,912,2040,Sub-Saharan Africa,Senegal,670000,23460000,1,1,1,1,1,1,24130000,Muslims
884,913,2040,Europe,Serbia,6010000,470000,230000,1,1,1,1,1,6710000,Christians
885,914,2040,Sub-Saharan Africa,Seychelles,90000,1,1,1,1,1,1,1,100000,Christians
886,915,2040,Sub-Saharan Africa,Sierra Leone,1880000,7840000,10000,1,1,80000,1,1,9820000,Muslims
887,916,2040,Asia-Pacific,Singapore,1270000,1430000,1200000,650000,2120000,190000,480000,10000,7360000,Buddhists
888,917,2040,Europe,Slovakia,4360000,30000,980000,1,10000,10000,1,1,5400000,Christians
889,918,2040,Europe,Slovenia,1390000,80000,360000,1,1,1,1,1,1840000,Christians
890,919,2040,Asia-Pacific,Solomon Is.,980000,1,1,1,1,10000,1,1,1000000,Christians
891,920,2040,Sub-Saharan Africa,Somalia,10000,20500000,1,10000,1,20000,1,1,20550000,Muslims
892,921,2040,Sub-Saharan Africa,South Africa,47290000,1380000,9110000,480000,90000,370000,190000,40000,58950000,Christians
893,922,2040,Asia-Pacific,Korea,16090000,280000,23080000,40000,9620000,440000,110000,1,49660000,Unaffiliated
894,923,2040,Europe,Spain,34950000,3050000,12950000,90000,50000,110000,30000,60000,51300000,Christians
895,924,2040,Asia-Pacific,Sri Lanka,1690000,2830000,1,3370000,16320000,1,1,1,24220000,Buddhists
896,925,2040,Middle East-North Africa,Sudan,3320000,56080000,650000,1,1,1750000,1,1,61800000,Muslims
897,926,2040,Latin America-Caribbean,Suriname,350000,80000,50000,110000,1,40000,10000,1,660000,Christians
898,927,2040,Sub-Saharan Africa,Swaziland,1380000,1,140000,1,1,20000,1,1,1550000,Christians
899,928,2040,Europe,Sweden,5880000,1090000,3390000,50000,110000,30000,30000,20000,10600000,Christians
900,929,2040,Europe,Swaziland,5160000,560000,2130000,50000,60000,10000,20000,20000,8000000,Christians
901,930,2040,Middle East-North Africa,Syria,1610000,29130000,640000,1,1,1,1,1,31390000,Muslims
902,931,2040,Asia-Pacific,Taiwan,1370000,10000,3470000,1,4520000,9340000,3120000,1,21840000,Folk Religions
903,932,2040,Asia-Pacific,Tajikistan,230000,10750000,170000,1,1,1,1,1,11170000,Muslims
904,933,2040,Sub-Saharan Africa,Tanzania,71650000,34740000,2230000,50000,1,480000,20000,1,109180000,Christians
905,934,2040,Asia-Pacific,Thailand,710000,5230000,210000,110000,64460000,60000,1,1,70790000,Buddhists
906,935,2040,Asia-Pacific,Timor-Leste,2530000,1,1,1,1,1,1,1,2540000,Christians
907,936,2040,Sub-Saharan Africa,Togo,3710000,1350000,610000,1,1,3900000,50000,1,9640000,Folk Religions
908,937,2040,Asia-Pacific,Tokelau,1,1,1,1,1,1,1,1,1,Christians
909,938,2040,Asia-Pacific,Tonga,180000,1,1,1,1,1,1,1,180000,Christians
910,939,2040,Latin America-Caribbean,Trinidad and Tobago,880000,70000,20000,280000,1,30000,20000,1,1310000,Christians
911,940,2040,Middle East-North Africa,Tunisia,30000,12410000,30000,1,1,1,1,1,12470000,Muslims
912,941,2040,Asia-Pacific,Turkey,450000,88160000,1070000,1,50000,30000,190000,30000,89980000,Muslims
913,942,2040,Asia-Pacific,Turkmenistan,430000,6210000,30000,1,1,1,1,1,6680000,Muslims
914,943,2040,Latin America-Caribbean,Turks and Caicos Islands,40000,1,1,1,1,1,1,1,40000,Christians
915,944,2040,Asia-Pacific,Tuvalu,10000,1,1,1,1,1,1,1,10000,Christians
916,945,2040,Sub-Saharan Africa,Uganda,65940000,10380000,400000,240000,1,670000,90000,1,77720000,Christians
917,946,2040,Europe,Ukraine,33810000,1120000,3230000,60000,30000,30000,10000,30000,38310000,Christians
918,947,2040,Middle East-North Africa,United Arab Emirates,1290000,7310000,110000,900000,270000,20000,60000,1,9970000,Muslims
919,948,2040,Europe,United Kingdom,33410000,6360000,24850000,1260000,560000,170000,540000,240000,67380000,Christians
920,949,2040,North America,United States,260640000,6610000,89050000,4020000,5160000,1610000,4790000,5510000,377390000,Christians
921,950,2040,Latin America-Caribbean,U.S. Virgin Islands,110000,1,1,1,1,1,1,1,110000,Christians
922,951,2040,Latin America-Caribbean,Uruguay,2030000,1,1510000,1,1,30000,10000,1,3590000,Christians
923,952,2040,Asia-Pacific,Uzbekistan,580000,34500000,240000,1,10000,20000,1,1,35360000,Muslims
924,953,2040,Asia-Pacific,Vanuatu,410000,1,1,1,1,20000,1,1,440000,Christians
925,954,2040,Latin America-Caribbean,Venezuela,34730000,120000,3640000,1,1,240000,30000,1,38770000,Christians
926,955,2040,Asia-Pacific,Vietnam,9060000,200000,31460000,1,16640000,46230000,430000,1,104020000,Folk Religions
927,956,2040,Asia-Pacific,Wallis and Futuna,10000,1,1,1,1,1,1,1,10000,Christians
928,957,2040,Middle East-North Africa,W. Sahara,1,710000,1,1,1,1,1,1,710000,Muslims
929,958,2040,Middle East-North Africa,Yemen,70000,50920000,50000,320000,1,1,1,1,51370000,Muslims
930,959,2040,Sub-Saharan Africa,Zambia,32190000,300000,210000,40000,1,120000,340000,1,33200000,Christians
931,960,2040,Sub-Saharan Africa,Zimbabwe,15350000,180000,1340000,1,1,820000,50000,1,17760000,Christians
932,961,2040,Sub-Saharan Africa,S. Sudan,11040000,1130000,90000,1,1,6000000,1,1,18260000,Christians
933,962,2040,Latin America-Caribbean,Curacao,170000,1,1,1,1,1,1,1,180000,Christians
934,963,2040,Latin America-Caribbean,Sint Maarten,60000,1,1,1,1,1,1,1,60000,Christians
935,964,2040,Latin America-Caribbean,Caribbean Netherlands,20000,1,1,1,1,1,1,1,20000,Christians
936,972,2050,Asia-Pacific,Afghanistan,70000,72190000,20000,30000,20000,1,60000,1,72380000,Muslims
937,973,2050,Europe,Albania,380000,2420000,10000,1,1,1,1,1,2810000,Muslims
938,974,2050,Middle East-North Africa,Algeria,70000,45620000,850000,1,1,10000,1,1,46580000,Muslims
939,975,2050,Asia-Pacific,American Samoa,60000,1,1,1,1,1,1,1,60000,Christians
940,976,2050,Europe,Andorra,90000,1,1,1,1,1,1,1,100000,Christians
941,977,2050,Sub-Saharan Africa,Angola,37550000,80000,2150000,1,1,1690000,1,1,41470000,Christians
942,978,2050,Latin America-Caribbean,Anguilla,10000,1,1,1,1,1,1,1,20000,Christians
943,979,2050,Latin America-Caribbean,Antigua and Barbuda,110000,1,1,1,1,1,1,1,110000,Christians
944,980,2050,Latin America-Caribbean,Argentina,43220000,370000,5720000,1,20000,290000,110000,170000,49910000,Christians
945,981,2050,Asia-Pacific,Armenia,3140000,40000,40000,1,1,1,1,1,3230000,Christians
946,982,2050,Latin America-Caribbean,Aruba,90000,1,1,1,1,1,1,1,100000,Christians
947,983,2050,Asia-Pacific,Australia,13700000,1420000,11780000,660000,890000,250000,280000,150000,29120000,Christians
948,984,2050,Europe,Austria,6140000,750000,1460000,20000,40000,20000,20000,20000,8460000,Christians
949,985,2050,Asia-Pacific,Azerbaijan,210000,11080000,10000,1,1,1,1,1,11300000,Muslims
950,986,2050,Latin America-Caribbean,Bahamas,400000,1,10000,1,1,1,1,1,410000,Christians
951,987,2050,Middle East-North Africa,Bahrain,220000,1260000,40000,190000,70000,1,1,1,1790000,Muslims
952,988,2050,Asia-Pacific,Bangladesh,650000,182360000,1,14470000,1200000,130000,130000,1,198960000,Muslims
953,989,2050,Latin America-Caribbean,Barbados,250000,1,1,1,1,1,1,1,260000,Christians
954,990,2050,Europe,Belarus,6060000,200000,2230000,1,1,1,1,1,8510000,Christians
955,991,2050,Europe,Belgium,5870000,1310000,3740000,40000,60000,50000,20000,30000,11120000,Christians
956,992,2050,Latin America-Caribbean,Belize,470000,1,50000,1,1,1,1,1,540000,Christians
957,993,2050,Sub-Saharan Africa,Benin,10450000,5880000,1240000,1,1,3960000,1,1,21530000,Christians
958,994,2050,North America,Bermuda,50000,1,10000,1,1,1,1,1,60000,Christians
959,995,2050,Asia-Pacific,Bhutan,1,1,1,220000,740000,20000,1,1,990000,Buddhists
960,996,2050,Latin America-Caribbean,Bolivia,16010000,1,690000,1,10000,130000,140000,1,17000000,Christians
961,997,2050,Europe,Bosnia and Herz.,1270000,1290000,50000,1,1,1,1,1,2620000,Muslims
962,998,2050,Sub-Saharan Africa,Botswana,2250000,50000,320000,1,1,50000,10000,1,2680000,Christians
963,999,2050,Latin America-Caribbean,Brazil,192640000,50000,20740000,1,220000,9000000,280000,90000,223020000,Christians
964,1000,2050,Latin America-Caribbean,British Virgin Islands,30000,1,1,1,1,1,1,1,30000,Christians
965,1001,2050,Asia-Pacific,Brunei,50000,380000,1,1,40000,30000,1,1,510000,Muslims
966,1002,2050,Europe,Bulgaria,4080000,770000,320000,1,1,1,1,1,5180000,Christians
967,1003,2050,Sub-Saharan Africa,Burkina Faso,9610000,32200000,320000,1,1,7720000,1,1,49860000,Muslims
968,1004,2050,Sub-Saharan Africa,Burundi,12490000,440000,1,1,1,870000,1,1,13800000,Christians
969,1005,2050,Asia-Pacific,Cambodia,70000,410000,40000,1,19090000,120000,1,1,19740000,Buddhists
970,1006,2050,Sub-Saharan Africa,Cameroon,25820000,8410000,1750000,1,1,1180000,1030000,1,38200000,Christians
971,1007,2050,North America,Canada,24640000,2260000,10470000,1070000,600000,570000,780000,560000,40940000,Christians
972,1008,2050,Sub-Saharan Africa,Cape Verde,650000,1,60000,1,1,1,1,1,720000,Christians
973,1009,2050,Latin America-Caribbean,Cayman Islands,60000,1,1,1,1,1,1,1,70000,Christians
974,1010,2050,Sub-Saharan Africa,Central African Rep.,7560000,860000,80000,1,1,90000,1,1,8590000,Christians
975,1011,2050,Sub-Saharan Africa,Chad,11790000,14900000,520000,1,1,360000,40000,1,27620000,Muslims
976,1012,2050,Europe,Channel Islands,120000,1,20000,1,1,1,1,1,140000,Christians
977,1013,2050,Latin America-Caribbean,Chile,17330000,20000,2420000,1,10000,260000,40000,30000,20120000,Christians
978,1014,2050,Asia-Pacific,China,70800000,35290000,663080000,50000,241580000,284950000,9250000,1,1305010000,Unaffiliated
979,1015,2050,Latin America-Caribbean,Colombia,56560000,20000,4430000,1,1,530000,50000,1,61590000,Christians
980,1016,2050,Sub-Saharan Africa,Comoros,1,1800000,1,1,1,20000,1,1,1830000,Muslims
981,1017,2050,Sub-Saharan Africa,Congo,8100000,100000,680000,1,1,250000,90000,1,9230000,Christians
982,1018,2050,Sub-Saharan Africa,Dem. Rep. Congo,141790000,2490000,2490000,80000,1,1080000,190000,1,148120000,Christians
983,1019,2050,Asia-Pacific,Cook Islands,20000,1,1,1,1,1,1,1,20000,Christians
984,1020,2050,Latin America-Caribbean,Costa Rica,5720000,1,530000,1,1,60000,20000,1,6330000,Christians
985,1021,2050,Sub-Saharan Africa,Côte d'Ivoire,16490000,14820000,3550000,1,20000,4770000,80000,1,39740000,Christians
986,1022,2050,Europe,Croatia,3520000,70000,160000,1,1,1,1,1,3760000,Christians
987,1023,2050,Latin America-Caribbean,Cuba,5580000,1,2270000,20000,1,1770000,1,1,9670000,Christians
988,1024,2050,Asia-Pacific,Cyprus,990000,360000,50000,10000,20000,1,1,1,1430000,Christians
989,1025,2050,Europe,Czech Rep.,1820000,100000,7700000,1,60000,70000,1,1,9760000,Unaffiliated
990,1026,2050,Europe,Denmark,4570000,500000,640000,50000,50000,1,1,1,5820000,Christians
991,1027,2050,Sub-Saharan Africa,Djibouti,40000,1500000,1,1,1,1,1,1,1550000,Muslims
992,1028,2050,Latin America-Caribbean,Dominica,70000,1,1,1,1,1,1,1,80000,Christians
993,1029,2050,Latin America-Caribbean,Dominican Rep.,12080000,10000,1450000,1,1,120000,10000,1,13690000,Christians
994,1030,2050,Latin America-Caribbean,Ecuador,18780000,20000,1170000,1,1,60000,1,1,20050000,Christians
995,1031,2050,Middle East-North Africa,Egypt,4600000,119530000,1,1,1,1,1,1,124130000,Muslims
996,1032,2050,Latin America-Caribbean,El Salvador,6040000,1,800000,1,1,30000,20000,1,6890000,Christians
997,1033,2050,Sub-Saharan Africa,Eq. Guinea,1210000,60000,70000,1,1,20000,1,1,1360000,Christians
998,1034,2050,Sub-Saharan Africa,Eritrea,7040000,4090000,10000,1,1,40000,1,1,11190000,Christians
999,1035,2050,Europe,Estonia,420000,1,620000,1,1,1,1,1,1040000,Unaffiliated
1000,1036,2050,Sub-Saharan Africa,Ethiopia,84770000,57960000,90000,1,1,2500000,20000,1,145350000,Christians
1001,1037,2050,Europe,Faeroe Islands,50000,1,1,1,1,1,1,1,50000,Christians
1002,1038,2050,Latin America-Caribbean,Falkland Is.,1,1,1,1,1,1,1,1,1,Christians
1003,1039,2050,Asia-Pacific,Fiji,790000,80000,10000,340000,1,1,1,1,1230000,Christians
1004,1040,2050,Europe,Finland,4040000,190000,1290000,10000,30000,1,1,1,5570000,Christians
1005,1041,2050,Europe,France,29900000,7540000,30570000,70000,400000,330000,130000,350000,69300000,Unaffiliated
1006,1042,2050,Latin America-Caribbean,French Guiana,360000,1,20000,1,1,30000,1,1,440000,Christians
1007,1043,2050,Asia-Pacific,French Polynesia,310000,1,20000,1,1,1,1,1,330000,Christians
1008,1044,2050,Sub-Saharan Africa,Gabon,2180000,490000,190000,1,1,170000,20000,1,3050000,Christians
1009,1045,2050,Sub-Saharan Africa,Gambia,160000,4620000,1,1,1,30000,1,1,4830000,Muslims
1010,1046,2050,Europe,Georgia,2950000,490000,30000,1,1,1,1,1,3470000,Christians
1011,1047,2050,Europe,Germany,41650000,7000000,20910000,80000,260000,50000,90000,190000,70220000,Christians
1012,1048,2050,Sub-Saharan Africa,Ghana,33490000,11030000,1730000,30000,1,3030000,50000,1,49360000,Christians
1013,1049,2050,Europe,Gibraltar,20000,1,1,1,1,1,1,1,30000,Christians
1014,1050,2050,Europe,Greece,8720000,790000,550000,30000,1,10000,10000,1,10120000,Christians
1015,1051,2050,North America,Greenland,50000,1,1,1,1,1,1,1,50000,Christians
1016,1052,2050,Latin America-Caribbean,Grenada,140000,1,1,1,1,1,1,1,150000,Christians
1017,1053,2050,Latin America-Caribbean,Guadeloupe,500000,1,10000,1,1,1,1,1,520000,Christians
1018,1054,2050,Asia-Pacific,Guam,230000,1,1,1,1,1,1,1,250000,Christians
1019,1055,2050,Latin America-Caribbean,Guatemala,28900000,1,1060000,1,1,200000,20000,1,30210000,Christians
1020,1056,2050,Sub-Saharan Africa,Guinea,2300000,19560000,410000,1,20000,600000,1,1,22890000,Muslims
1021,1057,2050,Sub-Saharan Africa,Guinea-Bissau,490000,1480000,140000,1,1,930000,1,1,3040000,Muslims
1022,1058,2050,Latin America-Caribbean,Guyana,780000,60000,20000,190000,1,1,1,1,1050000,Christians
1023,1059,2050,Latin America-Caribbean,Haiti,12830000,1,1670000,1,1,290000,40000,1,14830000,Christians
1024,1060,2050,Europe,Vatican City,1,1,1,1,1,1,1,1,1,Christians
1025,1061,2050,Latin America-Caribbean,Honduras,10860000,20000,1250000,1,20000,150000,80000,1,12380000,Christians
1026,1062,2050,Asia-Pacific,Hong Kong,1470000,250000,3820000,60000,1040000,1040000,100000,1,7770000,Unaffiliated
1027,1063,2050,Europe,Hungary,6500000,30000,1990000,1,1,1,1,1,8540000,Christians
1028,1064,2050,Europe,Iceland,370000,1,20000,1,1,1,1,1,410000,Christians
1029,1065,2050,Asia-Pacific,India,36740000,310660000,830000,1297960000,11080000,7960000,26050000,1,1691280000,Hindus
1030,1066,2050,Asia-Pacific,Indonesia,33200000,256820000,240000,4150000,1740000,700000,410000,1,297260000,Muslims
1031,1067,2050,Asia-Pacific,Iran,60000,86190000,70000,20000,1,1,120000,1,86460000,Muslims
1032,1068,2050,Middle East-North Africa,Iraq,490000,80190000,90000,1,1,1,20000,1,80790000,Muslims
1033,1069,2050,Europe,Ireland,5540000,200000,800000,40000,20000,20000,1,1,6640000,Christians
1034,1070,2050,Europe,Isle of Man,80000,1,20000,1,1,1,1,1,100000,Christians
1035,1071,2050,Middle East-North Africa,Israel,230000,2870000,340000,1,30000,30000,20000,8180000,11690000,Jews
1036,1072,2050,Europe,Italy,40800000,5320000,9160000,300000,240000,150000,60000,40000,56080000,Christians
1037,1073,2050,Latin America-Caribbean,Jamaica,2370000,1,520000,1,1,140000,30000,1,3070000,Christians
1038,1074,2050,Asia-Pacific,Japan,2570000,310000,72980000,80000,27030000,630000,4180000,1,107780000,Unaffiliated
1039,1075,2050,Middle East-North Africa,Jordan,240000,10990000,20000,20000,60000,1,1,1,11340000,Muslims
1040,1076,2050,Asia-Pacific,Kazakhstan,3980000,16770000,610000,10000,100000,130000,60000,1,21680000,Muslims
1041,1077,2050,Sub-Saharan Africa,Kenya,79810000,12920000,2270000,100000,1,1180000,860000,1,97150000,Christians
1042,1078,2050,Asia-Pacific,Kiribati,150000,1,1,1,1,1,1,1,160000,Christians
1043,1079,2050,Europe,Kosovo,90000,1880000,1,1,1,1,1,1,1970000,Muslims
1044,1080,2050,Middle East-North Africa,Kuwait,550000,3260000,1,510000,340000,20000,10000,1,4710000,Muslims
1045,1081,2050,Asia-Pacific,Kyrgyzstan,580000,7600000,30000,1,1,1,1,1,8220000,Muslims
1046,1082,2050,Asia-Pacific,Lao PDR,140000,1,80000,1,5270000,3680000,70000,1,9260000,Buddhists
1047,1083,2050,Europe,Latvia,930000,1,770000,1,1,1,1,1,1720000,Christians
1048,1084,2050,Middle East-North Africa,Lebanon,1860000,2990000,10000,1,1,1,1,1,4870000,Muslims
1049,1085,2050,Sub-Saharan Africa,Lesotho,2620000,1,70000,1,1,1,1,1,2700000,Christians
1050,1086,2050,Sub-Saharan Africa,Liberia,8410000,1190000,130000,1,1,110000,10000,1,9840000,Christians
1051,1087,2050,Middle East-North Africa,Libya,240000,8750000,20000,1,30000,1,1,1,9050000,Muslims
1052,1088,2050,Europe,Liechtenstein,40000,1,1,1,1,1,1,1,40000,Christians
1053,1089,2050,Europe,Lithuania,2270000,1,210000,1,1,1,1,1,2490000,Christians
1054,1090,2050,Europe,Luxembourg,370000,10000,130000,1,1,1,1,1,520000,Christians
1055,1091,2050,Asia-Pacific,Macau,40000,1,80000,1,90000,320000,1,1,540000,Folk Religions
1056,1092,2050,Europe,Republic of Macedonia,710000,930000,20000,1,1,1,1,1,1650000,Muslims
1057,1093,2050,Sub-Saharan Africa,Madagascar,44400000,1730000,4620000,40000,20000,2760000,50000,1,53620000,Christians
1058,1094,2050,Sub-Saharan Africa,Malawi,41880000,6420000,690000,40000,1,780000,30000,1,49840000,Christians
1059,1095,2050,Asia-Pacific,Malaysia,4230000,32720000,200000,2270000,4870000,870000,30000,1,45190000,Muslims
1060,1096,2050,Asia-Pacific,Maldives,1,400000,1,1,1,1,1,1,410000,Muslims
1061,1097,2050,Sub-Saharan Africa,Mali,970000,39830000,270000,1,1,1580000,1,1,42660000,Muslims
1062,1098,2050,Europe,Malta,350000,1,1,1,1,1,1,1,360000,Christians
1063,1099,2050,Asia-Pacific,Marshall Islands,70000,1,1,1,1,1,1,1,70000,Christians
1064,1100,2050,Latin America-Caribbean,Martinique,400000,1,1,1,1,1,1,1,420000,Christians
1065,1101,2050,Sub-Saharan Africa,Mauritania,20000,7270000,1,1,1,40000,1,1,7340000,Muslims
1066,1102,2050,Sub-Saharan Africa,Mauritius,410000,220000,10000,600000,1,1,1,1,1260000,Hindus
1067,1103,2050,Sub-Saharan Africa,Mayotte,1,490000,1,1,1,1,1,1,490000,Muslims
1068,1104,2050,Latin America-Caribbean,Mexico,130150000,10000,11950000,1,10000,80000,20000,100000,142330000,Christians
1069,1105,2050,Asia-Pacific,Federated States of Micronesia,190000,1,1,1,1,1,1,1,200000,Christians
1070,1106,2050,Europe,Moldova,2470000,40000,30000,1,1,1,1,1,2550000,Christians
1071,1107,2050,Europe,Monaco,50000,1,1,1,1,1,1,1,50000,Christians
1072,1108,2050,Asia-Pacific,Mongolia,90000,170000,1540000,1,2170000,140000,1,1,4110000,Buddhists
1073,1109,2050,Europe,Montenegro,430000,160000,20000,1,1,1,1,1,610000,Christians
1074,1110,2050,Latin America-Caribbean,Montserrat,1,1,1,1,1,1,1,1,1,Christians
1075,1111,2050,Middle East-North Africa,Morocco,10000,39950000,1,1,1,1,1,1,39970000,Muslims
1076,1112,2050,Sub-Saharan Africa,Mozambique,29400000,7390000,8220000,30000,1,3950000,1,1,49000000,Christians
1077,1113,2050,Asia-Pacific,Burma (Myanmar),4420000,2630000,260000,910000,44710000,3040000,90000,1,56060000,Buddhists
1078,1114,2050,Sub-Saharan Africa,Namibia,3450000,10000,70000,1,1,1,1,1,3550000,Christians
1079,1115,2050,Asia-Pacific,Nauru,1,1,1,1,1,1,1,1,10000,Christians
