,Unnamed: 0,guid,first,last,mid,total_income,income,total_area,estate,cars,debt,assets,internal_id
14,14,nacp_9c1f7740-5041-4c40-8162-7fb739df10ba,Ігор,Мартинюк,Васильович,0,[],64,"[{'area': 64.4, 'date': '05.07.1997', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]",0,0,0,28034.0
15,15,nacp_9a387d67-2288-4bc5-9fa7-5fde88946ec4,Володимир,Соколов,Миколайович,122090,"[{'size': '122090', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,42432.0
16,16,nacp_0f6794fd-f4ef-4306-abdf-94537263e03c,Андрій,Ніткевич,Васильович,0,0,0,0,0,0,0,8870.0
17,17,nacp_9a0c731d-2e6d-478b-8a41-44a11426ad40,Василь,Полосенко,Степанович,189212,"[{'size': '172890', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}, {'size': '16322', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,7898.0
18,18,nacp_9a72d7f0-8810-4eb1-a5d1-da6d2e08e547,Ігор,Корсун,Валерійович,202367,"[{'size': 192047.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 10320.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",130,"[{'area': 63.4, 'date': '23.10.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 49.6, 'date': '22.03.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 18.0, 'date': '29.03.2007', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'PEUGEOT', 'cost': 0, 'date': '15.01.2014', 'year': 2009.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'UAH', 'size': 90000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",43203.0
19,19,nacp_9a7c8f5f-9ab2-4295-8a83-ccf5cc9e04bb,Ірина,Шевченко,Вікторівна,311950,"[{'size': 311608.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 342.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}]",79,"[{'area': 53.7, 'date': '05.09.2013', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 26.74, 'date': '01.09.2018', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]",0,0,"[{'assetsCurrency': 'UAH', 'size': 40000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 6000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",26111.0
20,20,nacp_9a748fc9-0151-4386-8608-9d07bdae7159,Анжеліка,Лабунська,Вікторівна,0,0,0,0,0,0,0,9875.0
21,21,nacp_9a78ecc0-823a-4f28-8e9e-7a422cb661a0,Вадим,Вахрушев,Володимирович,172316,"[{'size': '172316', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,6410.0
22,22,nacp_98dde119-c153-4b4b-8b5a-20ff57366eb7,Олександр,Третьяков,Юрійович,231145,"[{'size': '231145', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5131.0
23,23,nacp_98dfe66c-ec98-4138-bcc3-1232158c4ab7,Віктор,Ткаченко,Іванович,127313,"[{'size': 121204.0, 'sizeIncome_hidden': 0, 'type': 'salarysecond', 'is_foreign': 0}, {'size': 4348.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 1000.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 761.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",13100,"[{'area': 2200.0, 'date': '29.11.2013', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 10900.0, 'date': '29.11.2013', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'Хонда', 'cost': 4000.0, 'date': '16.09.2010', 'year': 2000.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'moto'}]",0,0,28448.0
24,24,nacp_98e2ced6-df58-42f3-9d34-41c0da1578b3,Валерій,Кішко,Петрович,329191,"[{'size': 254716.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 53979.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 20496.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",0,[],"[{'brand': 'SKODA', 'cost': 113400.0, 'date': '17.08.2011', 'year': 2011.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,41435.0
25,25,nacp_98eb4740-5402-457f-98c2-9810059ddbe2,Орест,Саламаха,Ігорович,0,0,0,0,0,0,0,43678.0
26,26,nacp_98ba5cb9-9b8c-4260-974a-e2e82a901e2b,Світлана,Бойко,Миколаївна,253643,"[{'size': '253643', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8838.0
27,27,nacp_9bcfa26c-1e15-4c0c-8dd6-ee7b5a6f5786,Ірина,Гончарова,Анатоліївна,441882,"[{'size': 114557.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 327325.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",0,[],"[{'brand': 'Мітсубісі', 'cost': 0, 'date': '24.04.2002', 'year': 1991.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,31742.0
28,28,nacp_9bd9a7c7-ed36-4310-b1df-1c75de24cbd2,Віктор,Пророк,Васильович,142049,"[{'size': '142049', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,31774.0
29,29,nacp_9bbd363a-d51d-48b5-afae-7e1f3d6de11b,Володимир,Мойсик,Романович,128925,"[{'size': '128925', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,16623.0
30,30,nacp_9bb0f29d-664e-41ac-9c80-819a9cba41e5,Сергій,Жигилій,Павлович,144808,"[{'size': '144808', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8373.0
31,31,nacp_9bc182f2-e7d7-48f5-97d6-2ba9003c773e,Ростислав,Замлинський,Теодозійович,708500,"[{'size': 270009.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 240173.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 2646.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 195672.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",102,"[{'area': 60.7, 'date': '19.01.2005', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 42.7, 'date': '18.04.2019', 'cost': '640584', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'Mazda', 'cost': 1.0, 'date': '15.08.2007', 'year': 2007.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'HONDA', 'cost': 560000.0, 'date': '16.01.2019', 'year': 2016.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'EUR', 'size': 1436.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'USD', 'size': 1355.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 450000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",9423.0
32,32,nacp_9796823e-8489-42bf-b3c5-95d0bed37d04,Володимир,Бугайов,Олександрович,518439,"[{'size': 223374.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 107516.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 155213.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 32336.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",80254,"[{'area': 218.5, 'date': '03.07.2012', 'cost': '193000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 1497.0, 'date': '03.07.2012', 'cost': '101706', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 22408.0, 'date': '11.11.2013', 'cost': '66222', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 22155.0, 'date': '11.03.2005', 'cost': '5459', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 22480.0, 'date': '11.03.2005', 'cost': '5459', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1496.0, 'date': '01.06.2018', 'cost': '60176', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 10000.0, 'date': '27.09.2019', 'cost': '22400', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'MITSUBISHI', 'cost': 134000.0, 'date': '03.10.2008', 'year': 2008.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Палич', 'cost': 13000.0, 'date': '21.09.2017', 'year': 2017.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'other'}]",0,0,4501.0
33,33,nacp_9834f9f8-3afb-4115-aa15-32ae50c2704c,Ігор,Євтушок,Володимирович,524625,"[{'size': 326995.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 161532.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 15253.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 20845.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",6673,"[{'area': 99.1, 'date': '05.09.2016', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 4090.0, 'date': '01.07.2004', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2484.0, 'date': '01.07.2004', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'ВАЗ', 'cost': 0, 'date': '02.08.2000', 'year': 1984.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Opel', 'cost': 92500.0, 'date': '23.04.2019', 'year': 2007.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,16931.0
34,34,nacp_9a47a5e7-04be-4e66-b8b2-030544cf0d3e,Олександр,Марчук,Миколайович,199417,"[{'size': 139430.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 49600.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 10387.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",36,"[{'area': 36.3, 'date': '04.06.2018', 'cost': '47408', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'ЗАЗ-DAEWOO', 'cost': 60000.0, 'date': '24.09.2019', 'year': 2004.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]","[{'size': 19219.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'other'}, {'size': 460.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'other'}]","[{'assetsCurrency': 'UAH', 'size': 5064.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}]",27748.0
35,35,nacp_9a4de98a-a203-4310-a332-22855be8fc77,Світлана,Кустова,Миколаївна,148302,"[{'size': '148302', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,37745.0
36,36,nacp_9982922d-94c6-493a-be34-486fb7f5212e,Олег,Соболь,Миколайович,379314,"[{'size': '379314', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,23976.0
37,37,nacp_9b9f9f85-7a4a-4552-a62e-6e5dd3f79753,Сергій,Олійник,Миколайович,164567,"[{'size': 156118.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 1295.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 7154.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}]",20033,"[{'area': 20000.0, 'date': '14.11.2018', 'cost': '65040', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 33.7, 'date': '01.07.2019', 'cost': '240300', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]",0,0,"[{'assetsCurrency': 'UAH', 'size': 70000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",50196.0
38,38,nacp_9ba58737-70b5-4987-88a9-20c5c454dd5e,Ігор,Бенедисюк,Михайлович,107794,"[{'size': '107794', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,1129.0
39,39,nacp_9c4b50dc-d283-4c01-83bf-a2fc4533865d,Галина,Крет,Романівна,112926,"[{'size': '112926', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,42444.0
40,40,nacp_0fa19da6-afcb-4a56-848f-2eb7244deffb,Анжеліка,Лабунська,Вікторівна,50000,"[{'size': '50000', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,9875.0
41,41,nacp_9c58f30e-490f-4753-9c13-b111d466e0fa,Лариса,Висоцька,Адольфівна,529371,"[{'size': 502023.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 27348.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",39056,"[{'area': 56.0, 'date': '30.07.1993', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 20000.0, 'date': '03.08.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 19000.0, 'date': '05.05.2006', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]",0,0,0,25883.0
0,0,nacp_a306c7bc-2d10-4ba4-95bc-9ed4f1ddf917,Олександр,Білецький,Михайлович,149000,"[{'size': '149000', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5872.0
1,1,nacp_a58ebbd7-6a77-4b3a-9590-a16a7a42ed60,Віталій,Крикливий,Вікторович,195217,"[{'size': '195217', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,41647.0
2,2,nacp_a4cb8cfc-3b7d-4246-b3da-fd4bb2f76e67,Олександр,Тупицький,Миколайович,202820,"[{'size': '202820', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5218.0
3,3,nacp_a485e828-9f34-48ff-85e5-3b016c42719d,Володимир,Дятловський,Васильович,543523,"[{'size': '543523', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,23719.0
4,4,nacp_a6dd91d3-980f-4603-9b99-1a5050ae5640,Микола,Кірик,Ярославович,209370,"[{'size': 43500.0, 'sizeIncome_hidden': 0, 'type': 'business', 'is_foreign': 0}, {'size': 165870.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",0,0,0,0,"[{'assetsCurrency': 'UAH', 'size': 350000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}]",54720.0
5,5,nacp_a6e5f5fb-7608-4b9d-88ce-2a6d5dba5d55,Василь,Шарапа,Миколайович,210135,"[{'size': '210135', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,31746.0
6,6,nacp_a7506c89-1292-4202-89df-90d278ab4c41,Ольга,Лях,Петрівна,179011,"[{'size': '179011', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8381.0
7,7,nacp_a752320d-9774-45ee-a006-4410264a2b4c,Олександр,Поліщук,Володимирович,210015,"[{'size': '210015', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,27443.0
8,8,nacp_a732e2df-b9dc-4f67-a5ca-8ec16f5940bc,Олександр,Поліщук,Миколайович,0,0,0,0,0,0,0,45597.0
9,9,nacp_a76da258-f763-4218-a7fa-949c62460dce,Ганна,Тимошенко,Миколаївна,598602,"[{'size': 230092.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 106075.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 2000.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 1891.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 2060.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 69.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 255950.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 375.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 90.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",20796,"[{'area': 111.0, 'date': '24.12.2015', 'cost': '73112', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 685.0, 'date': '31.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 20000.0, 'date': '04.07.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'ВАЗ ', 'cost': 0, 'date': '09.08.2014', 'year': 2009.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,7025.0
10,10,nacp_a72c0d52-267b-41d7-a678-993a0b843312,Ірина,Герасименко,Миколаївна,74897,"[{'size': 74824.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 73.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",0,[],0,0,0,5753.0
11,11,nacp_a76616c1-a714-40cd-a3c1-ee92ac7da608,Михайло,Бабіч,Васильович,312000,"[{'size': 222000.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 90000.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",122,"[{'area': 46.2, 'date': '18.08.2003', 'cost': '43990', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 76.2, 'date': '13.08.2015', 'cost': '335500', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]",0,0,"[{'assetsCurrency': 'UAH', 'size': 70000.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'EUR', 'size': 8100.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}]",27788.0
12,12,nacp_a4e7db15-c838-40ff-853b-8fad32a7b927,Роман,Боднар,Миколайович,410550,"[{'size': 273395.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 135407.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 1265.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 110.0, 'sizeIncome_hidden': 0, 'type': 'salarysecond', 'is_foreign': 0}, {'size': 373.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",50,"[{'area': 50.1, 'date': '04.06.2008', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]",0,0,"[{'assetsCurrency': 'UAH', 'size': 23248.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 450000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 66964.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}]",45748.0
13,13,nacp_a41f712a-b501-4ef6-8428-3828c36caf61,Володимир,Мойсик,Романович,388104,"[{'size': '388104', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,16623.0
14,14,nacp_a4f67ce8-e265-4cba-bb30-75db04d8e719,Тарас,Лукаш,Валерійович,270141,"[{'size': '270141', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,16836.0
15,15,nacp_a526300e-884c-465f-8eb3-683586959daa,Юрій,Дивинський,Сергійович,281315,"[{'size': 251317.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 29698.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 300.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",0,[],"[{'brand': 'ЗАЗ', 'cost': 65200.0, 'date': '02.07.2015', 'year': 2011.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'ВАЗ', 'cost': 12000.0, 'date': '25.08.2007', 'year': 1984.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'UAH', 'size': 0, 'dnt_sizeAssets_hidden': True, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 0, 'dnt_sizeAssets_hidden': True, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 253000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 0, 'dnt_sizeAssets_hidden': True, 'type': 'bank', 'dnt_is_foreign': False}]",16945.0
16,16,nacp_a684350f-195f-4769-a547-925598c436f1,Ірина,Вербова,Михайлівна,172890,"[{'size': '172890', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,7982.0
17,17,nacp_a68692fd-1552-41d5-af3f-8d553704ffd2,Наталія,Лященко,Павлівна,246154,"[{'size': '246154', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5250.0
18,18,nacp_a669c81a-83f6-4c46-9254-bdf599a9008a,Тетяна,Шкуліпа,Володимирівна,122108,"[{'size': '122108', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,27781.0
